㐀	丘
绥	綏
绦	絛 縧 𮶃
继	繼
绨	綈
绩	績
绪	緒
绫	綾
绬	緓
续	續
绮	綺
绯	緋
绰	綽
绱	緔 鞝
绲	緄
绳	繩
维	維
绵	綿
绶	綬
绷	綳 繃
绸	綢
绹	綯
绺	綹
绻	綣
综	綜
绽	綻
绾	綰
绿	綠 緑
缀	綴
缁	緇
缂	緙
缃	緗
缄	緘
缅	緬
缆	纜
缇	緹
缈	緲
缉	緝
缊	緼 縕
缋	繢 繪
缌	緦
缍	綞
缎	緞
缏	緶
缐	線
缑	緱
缒	縋
缓	緩
缔	締
缕	縷
编	編
缗	緡
缘	緣
缙	縉
缚	縛
缛	縟
缜	縝
缝	縫
缞	縗
缟	縞
缠	纏
缡	縭
缢	縊
缣	縑
缤	繽
缥	縹
缦	縵
缧	縲
缨	纓
缩	縮
缪	繆
缫	繅
缬	纈
缭	繚
缮	繕
缯	繒
缰	繮 韁
缱	繾
缲	繰
缳	繯
缴	繳
缵	纘
缶	缻 罐
缷	卸
缸	堈 罁
缺	欠
缻	缶
缽	鉢 钵
缾	瓶
罁	堈 缸
罂	罌
罃	䓨 甖 罌
罅	𨻲
罆	𰭄
罇	墫 樽
罈	坛 墰 壜
罋	瓮 甕
罌	甖 罂 罃
罍	𦉩
罎	坛
罏	𬙎
罐	礶 缶
网	㓁 網 罔 𠕃 𦉮 𦉽 𦋟
罔	网 𡦽 𡧏
罗	囉 羅
罘	罦
罚	罰
罟	𦊖
罢	罷
罥	羂
罩	䈇
罪	辠 𡈚
置	寘 𦋲 𦋽 𦌃 𦌤
罰	罚 罸
署	穎
罴	羆
罵	傌 嗎 骂
罶	羀
罷	罢
罹	罹
罼	𬙝
罽	𦌓
羀	罶
羁	羈
羂	罥 𰭔
羃	冪
羅	罗 羅
羆	罴 𥀍 𥀦 𥀧
羇	羈 覉
羈	䩭 羁 覊 𩆺
羋	芈
羌	羗 𡹽
美	羙
羐	誘
羓	豝
羖	𦍩
羗	羌
羙	美
羚	羚
羝	牴
羟	羥
羡	羨
羣	群
群	羣
羥	羟
羨	羡
義	义
羮	羹
羴	羶
羵	𫅗
羶	羴 膻
羹	羮
羽	羽
翄	翅
翅	翄
翆	翠
翍	披
習	习
翘	翹
翙	翽
翚	翬
翜	𰭢
翠	翆
翥	䬡
翦	剪 𦑳
翫	玩
翬	翚
翱	翺
翶	翱
翹	翘
翺	翱 𦒢
翻	繙 飜
翼	折 𦏵
翽	翙
翿	𰭣
耀	曜 燿
老	耂 𠄰
耂	老
考	攷 𦒱
耄	㿞 𧂕
耇	耈
耉	耈
耏	耐
耐	耏
耑	專 端
耒	來
耔	秄
耕	畊 簡
耗	秏
耘	秐
耙	鈀
耜	㭒
耡	鋤
耢	耮
耤	藉
耧	耬
耨	鎒
耬	耧 𦔪
耮	耢
耰	櫌
耶	邪
耸	聳
耻	恥
耼	聃
耽	躭 𤯉
耿	炅 熲
聂	聶
聃	耼 𨈭
聆	聆
聋	聾
职	職
聍	聹
聒	𠅪 𦗾
联	聯
聖	圣 堊 𠄵 𦕡
聘	𨉯
聚	冣
聝	馘
聞	䎹 䎽 闻 𥹢 𦕁 𦖫
聟	壻 婿
聡	聰
聦	聰
聨	聯
聩	聵
聪	聰
聫	聯
聮	聯
聯	联 聨
聰	聡 聦 聪
聲	声 殸
聳	耸
聴	聽
聵	聩
聶	聂
職	职 軄
聹	聍
聻	魙 𫆏
聼	聽
聽	听 𦕢
聾	聋 聾
聿	肀
肀	聿
肃	肅
肅	䏋 粛 肃 𢙻 𦘡
肆	四 𢑨 𦘨
肇	肈
肈	肇
肉	宍
肋	肋
肎	肯
肐	胳 𩨘
肕	韌
肠	腸
股	脵 𦙶
肢	胑
肤	膚
肧	胚
肨	胮
肬	疣
肮	骯
肯	肎 肻 𣍟
肰	𦛡 𦛦 𦝸
肱	厷 𠃋 𠫔
育	毓
肳	吻
肴	餚
肻	肯
肾	腎
肿	腫
胀	脹
胁	脅
胄	伷 冑 咮
胆	膽
胊	朐
背	揹 絣
胑	肢
胓	𦚓
胔	骴
胗	疹 𦙳
胙	作
胚	肧
胜	勝
胝	郅
胞	脬
胡	楜 衚 鬍
胤	𠉥 𦞩
胥	𦙃
胧	朧
胨	腖
胪	臚
胫	脛
胭	臙
胮	肨
胯	骻
胳	肐 𩨘
胶	膠
胷	匈 胸
胸	匈 胷
胼	腁
脃	脆
脅	勰 胁 脇
脆	脃
脇	脅
脈	脉 衇
脉	䘑 脈 衇
脍	膾
脏	臟 髒
脐	臍
脑	腦
脓	膿
脔	臠
脚	腳
脛	胫
脣	䫃 唇
脥	頰 𣍰
脧	朘
脩	修
脪	㾙
脫	脱
脬	胞
脱	脫
脲	尿
脳	腦
脵	股
脶	腡
脸	臉
脹	痮 胀
脺	膵
脼	朗
脾	𦜉
腁	胼
腆	䐌
腊	臈 臘
腌	醃 骯
腎	肾
腕	𦙵
腖	胨
腘	膕
腟	膣
腡	脶
腢	髃
腦	匘 脑
腪	𣍯
腫	尰 肿
腭	齶
腮	顋
腳	脚
腸	肠 膓
腻	膩
腼	靦
腽	膃
腾	騰
腿	骽
膃	腽
膆	嗉
膋	䒿 膫
膑	臏
膒	𬁵
膓	腸
膕	腘
膘	臕
膚	肤
膝	𦡀
膞	䏝
膠	胶
膢	𦝼
膣	腟
膩	腻
膫	膋
膮	𰮝
膳	饍
膴	𰮇
膵	脺
膶	𬂀
膷	𰮅
膸	髓
膹	𪱥
膺	𦢻
膻	羶
膽	胆
膾	脍 鱠
膿	脓
臇	䐪 纂 𤎱 𩟥
臈	腊 臘
臉	脸
臊	𦞣
臍	脐
臏	膑 髕
臓	臟
臕	膘
臗	𣎑
臘	腊 臈 𦡳
臙	胭
臚	胪
臜	臢
臝	裸
臞	癯
臟	脏
臠	脔
臡	𰯋
臢	臜
臣	𢘑
臤	賢 𰀡
臥	卧
臧	𠗱
臨	临 臨 𦣷
自	鼻 𦣹
臭	臰
臯	皋 𦤎
臰	臭
至	𡊏 𦤳 𦤴 𦤵
致	緻
臺	㙵 䑓 台 𡌫
臾	㬰
臿	鍤 𢆍
舀	外 抌
舁	𦥠
舃	舄
舄	舃
舆	輿
與	与 𠔔 𢌱 𦦲
興	㒷 兴
舉	㪯 举 擧
舊	旧
舍	捨 舎
舎	舍
舐	舓
舒	摴
舓	舐
舔	餂
舖	鋪
舗	鋪
舘	館 馆
舙	咠
舜	𡐩 𡳈 𡳉
舞	𦐀
舡	船
舣	艤
舦	艜
舩	船
般	𦨗
舮	櫓
舰	艦 𮶙
舱	艙
舵	柁
舶	艊
船	舡 舩
舻	櫓 艫
艁	䒃 造
艇	𦨿
艊	舶
艐	屆
艑	扁
艖	𦪸
艙	舱
艛	𰰑
艜	舦 𰰏
艢	檣
艣	櫓 𫇛
艤	舣
艥	楫 檝
艦	舰 𮶙
艪	樐 櫓
艫	櫓 舻
艭	𰰋
良	良 𡆨 𡰩 𥭣
艰	艱
艱	囏 艰 𡆒
色	𢒸
艳	艷 豔
艴	勃 𦫛
艶	豓 豔
艷	艳 豔
艸	艹 草
艹	艸 草
艺	藝
艽	韭
节	節
芈	羋
芊	茜
芒	杧 𪌁
芔	卉 𠦄
芗	薌
芘	蔽
芛	茟
芜	蕪
芟	𠚹
芦	蘆
芭	巴
芰	茤 𦼽
花	芲 蘤
芲	花
芸	蕓 藝
芻	刍 蒭 𦷝
苁	蓯
苃	𢇬
苅	刈
苇	葦
苈	藶
苋	莧
苌	萇
苍	蒼
苎	苧 蒙
苏	囌 甦 蘇
苑	菀
苓	蓮
苔	薹
苕	䒒
苗	𡩈
苘	䔛
苛	哼
苟	茍 𠷜
苡	苢
苢	苡
苤	瞥
若	若 𦱡 𦱶 𧁇
苧	苎 薴
英	偀
苹	蘋
苺	莓
苽	菇
苿	茉 菋
茂	楙
范	範
茄	伽
茅	泖
茆	茅
茈	柴
茉	苿
茊	茲
茍	苟
茎	莖
茏	蘢
茑	蔦
茔	塋
茕	煢
茘	荔
茜	蒨
茟	芛
茠	薅
茤	芰
茧	繭
茭	椒 𦺏
茲	兹 玆 茊 𦱳
茶	茶 𣗪
荅	答
荆	荊 𦮓
荇	莕
草	屮 艸 艹
荊	荆
荍	蕎
荐	薦
荒	𠃤 𠯚
荔	栛
荘	莊
荙	薘
荚	莢
荛	蕘
荜	蓽
荝	萴
荞	蕎
荟	薈
荠	薺
荡	盪 蕩
荣	榮
荤	葷
荥	滎
荦	犖
荧	熒
荨	蕁
荩	藎
荪	蓀
荫	廕 蔭
荬	蕒
荭	葒
荮	葤
药	葯 藥
荳	豆
荶	䕾
荽	萎
莀	農
莅	涖 蒞
莆	蒲
莊	㽵 庄 荘 𠗎 𤕶 𤖄 𤖈 𦻊
莋	𦰼
莓	苺
莕	荇
莖	茎
莜	蓧
莢	荚
莧	苋
莩	殍
莫	䒬 𦮅 𦱴
莱	萊
莲	蓮
莳	蒔
莴	萵
莵	菟
莶	薟
获	獲 穫
莸	蕕
莹	瑩
莺	鶯 𮹘
莼	蒓 蓴
莽	莾
莾	莽
莿	刺 朿
菀	苑
菅	𦭂
菇	苽 菰 𦱄
菋	苿
菌	滾 蕈
菑	災 灾 烖 甾 𠙹 𠙾 𠚀
菓	果
菔	蔔
菕	𰰨
菛	虋
菝	蔽
菟	莵
菢	勽
菤	𦶘
菫	䒺 堇 𦸧 𦸨 𦻋 𦻍
華	䔢 华 崋 蕐
菰	苽 菇
菱	菱 𧅊
菴	庵 葊
菷	帚
菸	烟 煙
菻	麻
菼	𦽉
萁	𦬟
萅	春
萆	蓖 蔽
萇	苌
萊	莱
萌	萠 鋂
萎	荽
萕	薺
萚	蘀
萝	蘿
萠	萌
萤	螢
营	營
萦	縈
萧	蕭
萨	薩
萬	㸘 万 卍 𢁭 𤍚
萯	𰰷
萱	萲 蕿 蘐
萲	萱
萴	荝
萵	莴
萼	蕚
落	落
葁	䕬 薑
葈	枲
葉	叶 葉
葊	菴
葒	荭
著	着 螫
葚	椹
葝	𫈎
葢	盖 蓋
董	𦱦
葤	荮
葦	苇
葫	胡
葬	塟 𦱼 𦽱 𦿑 𧂥
葯	药 藥
葱	䓗 蔥
葷	荤
葻	𬜥
蒀	蒕 馧
蒇	蕆
蒉	蕢
蒋	蔣
蒌	蔞
蒍	蔿 𫇭
蒏	醟
蒐	搜
蒒	𰰳
蒓	莼 蓴
蒔	莳
蒕	蒀
蒙	懞 濛 矇 𰰡
蒜	䔉
蒞	涖 莅 𦲷
蒨	茜
蒭	芻 𫇴
蒲	莆
蒳	𰱌
蒶	𰱍
蒸	烝
蒼	苍 𡶍 𦭆
蓀	荪
蓆	席
蓋	盖 葢 𤇁
蓍	𦮂
蓑	𠱗 𡔤
蓖	芘 萆
蓝	藍
蓟	薊
蓠	蘺
蓡	參
蓣	蕷
蓥	鎣
蓦	驀
蓧	莜 𦰏
蓮	苓 莲
蓯	苁
蓱	𦶊
蓲	𰰤
蓴	莼 蒓
蓺	埶 秇 藝
蓼	蓼
蓽	荜 𦸩
蔂	虆
蔄	𬜬
蔎	𰰺
蔑	薎 衊
蔔	卜 菔
蔕	慸
蔗	𧀹
蔘	参 參
蔚	嶎
蔞	蒌 褸
蔠	𰱛
蔡	𣞖
蔣	蒋
蔥	葱
蔦	茑
蔪	𰱑
蔭	廕 荫
蔮	𬜿
蔯	𫈟
蔱	𰰵
蔴	麻
蔵	藏
蔷	薔
蔹	蘞
蔺	藺
蔼	藹
蔽	芘
蔾	藜
蔿	蒍 𫇭
蕁	䕭 荨
蕄	𰱉
蕆	蒇
蕈	菌
蕊	蕋 蘂
蕋	蕊
蕎	荍 荞
蕐	華
蕑	𰱇
蕒	荬
蕓	芸
蕕	莸
蕘	荛
蕚	萼
蕝	𫈵
蕞	𦸤
蕟	𬜧
蕡	𦶁 𰱟
蕢	簣 籄 蒉 𤆂
蕣	橓
蕤	甤
蕧	𰱦
蕩	偒 盪 荡 蘯
蕪	芜
蕭	萧
蕰	薀
蕲	蘄
蕳	𫈉
蕴	藴 蘊
蕷	蓣
蕽	𫇽
蕿	萱
薀	蕰
薅	茠
薆	𫉁
薈	荟
薉	𬜨
薊	蓟
薋	𰱱
薌	芗
薍	𦯠
薎	蔑
薏	𦺳
薑	䕬 姜 葁
薓	參
薔	蔷
薖	𰰾
薘	荙
薚	𧀫
薟	莶 蘞
薠	𮐚
薦	荐 𧲛
薧	𧂎
薩	萨
薫	薰
薬	藥
薮	藪
薯	藷
薰	薫
薱	𰰱
薲	𬝯
薳	䓕
薴	苧
薵	䓓
薶	䔆
薹	苔
薺	荠 萕
藁	槀
藂	叢
藇	𨣦 𰰠
藉	借 耤 𧃫
藍	蓝
藎	荩
藏	匨 蔵
藓	蘚
藖	𬜾
藘	𰱮
藚	𰱐
藜	蔾
藝	兿 埶 秇 艺 蓺
藟	蘽
藣	𰱯
藤	籐
藥	药 葯 薬
藦	蘑
藪	籔 薮
藬	𬞘
藭	䓖
藰	𰰹
藴	蕴 蘊
藶	苈
藷	薯 𫉄
藹	蔼
藺	蔺
藻	𦸼
藾	𰱾
蘀	萚
蘂	蕊
蘄	蕲
蘆	芦 蘆
蘇	苏
蘈	𰲁
蘊	蕴 藴
蘋	苹 𬞟
蘎	驥
蘏	蘔
蘐	萱
蘑	藦
蘓	蘇
蘔	蘏
蘖	檗 櫱 蘗 𪎃
蘗	檗 檘
蘘	𧅍
蘚	藓
蘝	蘞
蘞	蔹 薟 蘝
蘟	𦻕
蘡	櫻 𮐨
蘢	茏
蘤	花
蘥	𦿈
蘧	𠙢
蘫	𬞫
蘬	𦺕 𰰮
蘭	兰 𬞕
蘯	盪 蕩
蘱	𰲒
蘵	𰱲
蘷	虁
蘹	𬜸
蘺	蓠
蘽	藟
蘿	萝 蘿
虁	蘷
虅	𰲂
虆	蔂
虉	𬟁
虋	菛 𧄸
虍	𧇁
虎	乕 虝 𧇂 𪊖
虏	虜
虐	䖈 乇 𣑅 𧆱
虑	慮
虓	唬 猇
虔	䖍
處	䖏 処 嗻 处
虖	乎 呼
虚	虛
虛	虚 𣦄
虜	擄 虏 虜
虝	虎
虞	吳 𠈌 𩦢
號	号
虡	𧇆
虣	暴
虦	𰲠
虧	亏
虫	虺 蟲
虬	虯 蚪
虮	蟣
虯	虬
虱	蝨
虵	蛇
虺	虫 蝰
虽	雖
虾	蝦
虿	蠆
蚀	蝕
蚁	蟻
蚂	螞
蚃	蠁
蚊	螡 蟁
蚋	蜹
蚌	蜯
蚓	螾
蚔	𧏁
蚕	蠶
蚘	痐 蛔 蛕
蚝	螆 蠔
蚡	鼢
蚤	䖣
蚦	蚺
蚪	虬
蚬	蜆
蚺	蚦
蛄	蛌
蛆	𧐅
蛇	虵 𧉮
蛊	蠱
蛋	旦 疍 蜑
蛌	蛄
蛍	螢
蛎	蠣
蛏	蟶
蛓	螆
蛔	蚘 蛕 蜖
蛕	蚘 蛔
蛗	𧌓
蛙	䵷 鼃
蛛	鼄
蛧	𧈿
蛩	𧉨
蛮	蠻
蛰	蟄
蛱	蛺
蛲	蟯
蛳	螄
蛴	蠐
蛵	𰲶
蛺	蛱
蛻	蜕
蛼	𰲬
蛽	貝
蜂	蠭
蜆	蚬
蜇	𧋍
蜋	螂
蜍	蠩
蜑	蛋
蜕	蛻
蜖	蛔
蜗	蝸
蜘	鼅
蜜	𦸞
蜝	蜞
蜞	蜝
蜡	䄍 蠟
蜦	𰲰
蜨	蝶
蜫	䖵
蜯	蚌
蜴	𧊤
蜶	蟀
蜸	𰲮
蜹	蚋
蜺	霓
蜽	𮔊
蝀	𬟽
蝁	𰲸
蝃	螮
蝇	蠅
蝈	蟈
蝉	蟬
蝋	蠟
蝎	蠍
蝕	蚀
蝜	𮔅
蝟	猬
蝡	蠕
蝣	𧌕
蝥	蟊
蝦	虾 鰕
蝨	虱
蝯	猨 猿
蝱	䖟 䗈
蝴	胡
蝶	蜨
蝸	蜗
蝼	螻
蝾	蠑
蝿	蠅
螀	螿
螂	蜋
螄	蛳
螆	蚝 蛓
融	螎
螎	融
螗	螳
螘	蟻 𰲹
螙	蠧 蠹
螞	蚂
螢	萤 蛍
螨	蟎
螫	著
螬	𧕐
螮	䗖 蝃
螳	螗
螴	𰳄
螵	蜱
螹	𰳂
螺	蠃 螺
螻	蝼
螽	𧕠
螾	蚓
螿	螀
蟀	蜶
蟁	蚊
蟂	𫋇
蟄	蛰
蟇	蟆
蟈	蝈
蟊	蝥 𧎻 𧐘
蟎	螨
蟏	蠨
蟒	蠎
蟘	𫋌
蟚	蟛
蟛	蟚
蟜	𫊸
蟡	𰲲
蟣	虮
蟦	𰳊
蟬	蝉
蟮	蟺
蟯	蛲
蟱	𰲫
蟲	虫
蟳	𫊻
蟶	蛏
蟷	𬠅
蟹	蠏
蟺	蟮
蟻	蚁 螘
蟽	𰲻
蠀	𧏗
蠁	蚃
蠃	螺
蠅	蝇
蠆	虿
蠈	𬠠
蠌	𰲵
蠍	蝎
蠎	蟒
蠏	蟹
蠐	蛴
蠑	蝾
蠒	𫊱
蠔	蚝 𧐢
蠕	蝡
蠙	𧏖
蠞	𬝋
蠟	䗶 蜡
蠡	𢍝 𥯵
蠢	惷 𢧋
蠣	蛎
蠥	𧕏
蠦	𫊮
蠧	螙 蠹
蠨	蟏
蠩	蜍
蠪	𰲴
蠭	蜂 𧒒
蠱	蛊
蠳	𰳗
蠵	𧓾
蠶	䗝 蚕 𧕽
蠹	螙 蠧
蠻	蛮
蠽	䘁 𧕾
蠾	𧑏
衂	衄
衄	䘐 衂
衅	釁
衆	众 眾 𠂝 𠍸 𬑔
衇	脈 脉
衊	蔑
衋	𧗙
行	行
衒	炫
術	术
衔	銜
衕	同
街	亍
衘	銜
衚	胡
衛	卫 衞
衝	冲 𧘂
衞	衛
衟	道
衡	𡘻 𡙉
衣	衤
衤	衣
补	補
表	錶 𧘝 𧜫 𧞧
衬	襯
衮	袞 𧚹
衰	𠆂 𠌺
衹	只
衽	袵
衿	紟 襟
袄	襖
袅	嫋 嬝 裊
袆	褘
袋	帒
袒	襢
袖	褎 褏
袜	襪
袞	衮
袠	帙
袧	𧘤
袭	襲
袮	你 妳 您 祢
袯	襏
袴	絝 褲
袵	衽
袷	裌
裂	裂
装	裝
裆	襠
裈	褌
裉	褃
裊	嬝 袅 褭
裌	袷 𬡒
裏	裡 里 里
裒	鴄
裔	𧘉 𧘊
裘	求
裙	帬 裠 𧛬
補	补 𢒏
裝	装
裠	裙
裡	裏 里
裢	褳
裣	襝
裤	褲
裥	襇 襉
裧	𦃖
裲	𮖁
裴	裵
裵	裴
裸	臝 躶 裸 𡑤
裹	𦆪
製	制
褃	裉
複	复 復
褌	裈
褎	褏
褏	袖 褎
褒	襃
褓	緥 褴
褘	袆
褛	褸
褝	襌
褟	溻
褢	褱
褧	絅
褭	裊 𠌵 𬡇
褱	懷 褢 𧞷
褲	絝 綯 袴 裤
褳	裢
褴	褓 襤
褵	縭
褶	襲 襵
褸	蔞 褛
褺	䙝 褻 𬡓
褻	䙝 亵 褺
襀	𫌀
襁	繈 繦
襂	𰴂
襃	褒
襄	㐮 𠆝 𡣿 𧞜
襇	裥 襉
襉	裥 襇
襌	褝
襍	雜
襏	袯
襓	𫋹
襕	襴
襖	澳 袄 𥜌
襗	𫋷
襘	𫋻
襛	𰳺
襜	襝 輦
襝	裣 襜
襟	衿
襠	裆
襢	袒
襤	褴 襤
襨	𰳸
襪	袜 韈 韤
襬	䙓 摆
襭	𮖱
襮	幞 𧟊
襯	儭 衬
襰	𧝝
襱	𰳲
襲	㦻 袭 褶 𧟛
襴	幱 襕
襵	褶 𫌇
襸	𬡷
襹	𰳼
襼	𰳵
襾	西
西	㢴 覀 𠧧
覀	西
要	𠾅 𡢗 𦥼
覃	𪉙 𪉞 𪉲
覆	复 復
覇	霸
覈	核
覉	羇 羈
覊	羈
見	現 见
覌	觀
覎	觃
規	槻 规
覐	覺
覒	𬆾
覓	覔 觅
覔	覓
覕	𰴕
視	眎 眡 视 𤋇 𥄙 𥄚 𥅭 𥉙
覗	𬢊
覘	䀡 䦓 觇 𦕒
覙	覼
覚	覺
覛	𫌪
覜	𬢋
覟	𬢌
覠	𰴙
覡	觋
覢	𬊦
覤	𬟪
覥	觍 靦
覦	觎
覧	覽
覩	睹 𬢎
親	亲 寴 𡩁 𢈥
覬	觊
覭	𬢒
覮	𲁖
覯	觏
覰	覷 𰴜
覲	觐
観	觀
覴	𬢔
覵	覸
覶	覼 𰴝
覷	覰 觑
覸	覵 𰴘
覹	𫌭
覺	斍 覐 覚 觉 𧠭
覻	𰴞
覼	覶 𫌨
覽	覧 览
覿	觌
觀	覌 观 𥍊 𥷯 𥸑
见	見
观	觀
觃	覎
规	規
觅	覓
视	視
觇	覘
览	覽
觉	覺
觊	覬
觋	覡
觌	覿
觍	覥
觎	覦
觏	覯
觐	覲
觑	覷
角	甪
觓	𧤝
觔	斤
觕	粗 麄 麤
觚	𧣗
觜	咀 嘴
觝	牴 𧣓 𧣜
觞	觴
解	觧
觥	觵
触	觸
觧	解
觪	𧤱
觯	觶
觴	觞
觵	觥
觶	觯 𧣄
觷	𧣔 𰴣
觸	触 𧢻
觹	𧤤
觻	𰴢
觽	𧥅
觿	𧣽
言	訁 𢍗 𢍬
訁	言 讠
訂	订
訃	讣
訆	𰵊
訇	渹 諻 𢕐 𥔀
計	计
訊	䛜 訙 讯 𠱖 𧨼 𧫓
訌	讧
討	讨
訏	𬣙
訐	讦
訑	𫍙
訒	讱
訓	训 馴 𧥥
訕	䚲 讪 赸
訖	讫
託	侂 托 讬
記	记
訙	訊
訚	誾
訛	譌 讹
訜	𫍛
訝	讶
訞	𫍚
訟	㕬 䛦 吅 讼 𧧡
訠	矧
訢	䜣
訣	诀
訥	吶 讷
訦	諶 𰵒
訧	𰵎
訨	𫟞
訩	詾 讻
訪	访
訬	𰵏
設	设
訮	詽
訰	𰵍
許	许
訳	譯
訴	愬 诉
訶	㱒 呵 诃
訸	𰵝
訹	𰵓
診	诊 𧦜
註	注 𬣣
証	證 证
訽	詬 𰵛
詀	𧮪
詁	诂
詃	𬣤
詄	𰵙
詅	𰵚
詆	诋
詇	𰵗
詉	𰵠
詊	𫟟
詋	呪
詌	𬣠
詍	𰵔
詎	讵
詏	𬣦
詐	诈 醡 𧧻
詑	𫍡
詒	诒
詓	𫍜
詔	诏
評	评
詖	诐
詗	诇
詘	诎
詛	謯 诅 𥛜
詜	𬣥
詝	𬣞
詞	词 𧥝
詟	讋
詠	咏 𰵞
詡	诩
詢	询
詣	诣
詤	謊
詥	𰵣
試	试
詧	察
詨	𰵦
詩	诗 𧥳
詪	𬣳
詫	诧
詬	呴 訽 诟
詭	诡
詮	诠
詯	𬣰
詰	诘
話	䛡 话 𦧵
該	该
詳	详
詴	𬣩
詵	侁 诜 駪
詶	酬 𬣱
詷	𫍣
詹	𦧕
詺	𬣮
詻	咯 𰵤
詼	诙
詽	訮
詾	訩
詿	诖
誁	𧩱 𬣲
誂	𫍥
誃	𰵥
誄	诔
誅	诛
誆	诓
誇	夸 𧥢
誉	譽
誊	謄
誋	𫍪
誌	志 𰵧
認	认
誎	𬣷
誏	𬣼
誐	哦 𰵮
誑	诳
誒	唉 诶
誓	𣂯 𣂶
誔	𬣻
誕	诞 𧩙
誖	𢨋
誗	𰵭
誘	䛻 羐 诱
誙	𰵡
誚	譙 诮
誜	𰵯
語	语
誠	诚
誡	诫
誣	诬
誤	悞 误
誥	诰 𢍎 𧧙 𧧞
誦	诵
誧	𰵩
誨	诲 𠲯
誩	競 𧮣
說	説 说
誫	𫍨
説	說 说
読	讀
誰	谁
課	课
誳	𫍮
誴	𫟡
誶	谇
誷	𫍬
誹	诽
誺	𫍧
誻	𰵸
誼	谊
誽	䛔 𰵵
誾	訚
調	调
諁	啜 𰵷
諂	谄
諃	𰵱
諄	谆 𧩽 𧭫
諅	𧥽
諆	𰵲
談	譚 谈
諈	𰵶
諉	诿 餵
諊	鞫
請	请
諌	諫 𮷅
諍	诤
諎	𬣾
諏	诹
諑	诼
諒	谅
諓	𬣡
諔	𰵴
諕	唬 𬤀
論	论 論
諗	谂
諛	䛕 谀
諜	谍
諝	谞
諞	谝
諟	𬤊
諠	喧 𬤎
諡	謚 谥
諢	诨
諣	𫍩
諤	囮 讍 谔
諥	𫍳
諦	谛
諧	谐 龤
諩	譜
諫	谏 𧧅 𫍝
諭	谕
諮	咨 嗞 谘
諯	𫍱
諰	𫍰
諱	讳
諲	𬤇
諳	谙
諴	𫍯
諵	喃
諶	訦 谌
諷	讽
諸	诸 𢒕
諹	𰵌
諺	谚 𠷗
諻	訇 𬤍
諼	煖 谖
諾	喏 诺
謀	谋 𠰔 𧦥
謁	谒
謂	谓
謄	誊
謅	诌
謆	𫍸
謉	𫍷
謊	詤 谎
謋	𰵼
謌	歌 𬤐
謍	𰴯
謎	谜
謏	𫍲
謐	谧
謑	𰵾
謔	谑
謕	啼
謖	谡
謗	谤
謘	𧭟
謙	谦 𥡝
謚	諡 谥
講	讲
謜	𰵺
謝	谢
謞	𰵿
謟	𰵽
謠	謡 谣
謡	謠 谣
謣	𰶀
謥	𧩪 𰶂
謨	譕 谟 𠻚 𢜯
謫	讁 谪
謬	谬
謭	谫
謯	詛 𫍹
謰	𬣽
謱	嘍 𫍴
謲	𬢳 𬤄
謳	讴
謴	𬤆
謵	𰶃
謸	𫍵
謹	谨
謻	𰶁
謼	呼 𬤙
謾	㗄 谩 𠿐
譀	𧧴 𰶆
譁	哗 嘩
譂	𫟠
譄	𬤤
譅	𰶎
譆	𫍻
譇	𰶄
譈	憝 懟 𬤣
證	証 证 𨨾
譊	𫍢
譌	訛 𰵑
譎	憰 谲
譏	讥
譐	噂 𬤢
譑	𫍤
譒	𮷊
譓	𬤝
譔	𬤥
譕	謨
譖	谮
識	识 𧨺
譙	誚 谯
譚	談 谭
譜	谱
譞	𫍽
譟	噪 𬤨
譠	𰶉
譡	𬣭
警	儆
譨	𫍦
譩	𰶊
譫	谵
譭	䛼 毁
譯	訳 译
議	议
譱	善
譲	讓
譳	𧬐 𰶌
譴	谴
護	护
譸	诪 𡃮 𡆓 𧪀 𬢪
譹	𬤫
譺	𬤩
譻	𬢯
譼	䛓 監
譽	域 誉 𣁎
譾	謭 谫 𫍿
譿	𬤭
讀	读 讀
讁	謫
讂	𰶍
讃	讚
讅	谉
讆	讏 𬣀
讇	𬤛
讉	𬤦
變	变 変 𢒟 𢒦 𢒪
讋	詟
讌	䜩 宴 燕
讍	諤
讎	仇 讐 雠 𠵁 𢛇 𢢧
讐	仇 讎
讑	𰶏
讒	䜛 谗
讓	让 𦦬
讔	𮙊
讕	谰
讖	䜟 谶
讘	囁 𰵹
讙	歡 𬤰
讚	讃 赞 𬤮
讛	囈 𰵖
讜	谠
讝	𰵨
讞	谳
讟	㾄 𮙋
讠	言 訁
计	計
订	訂
讣	訃
认	認
讥	譏
讦	訐
讧	訌
讨	討
让	讓
讪	訕
讫	訖
讬	託
训	訓
议	議
讯	訊
记	記
讱	訒
讲	講
讳	諱
讴	謳
讵	詎
讶	訝
讷	訥
许	許
讹	訛
论	論
讻	訩
讼	訟
讽	諷
设	設
访	訪
诀	訣
证	証 證
诂	詁
诃	呵 訶
评	評
诅	詛
识	識
诇	詗
诈	詐
诉	訴
诊	診
诋	詆
诌	謅
词	詞
诎	詘
诏	詔
诐	詖
译	譯
诒	詒
诓	誆
诔	誄
试	試
诖	詿
诗	詩
诘	詰
诙	詼
诚	誠
诛	誅
诜	詵
话	話
诞	誕
诟	詬
诠	詮
诡	詭
询	詢
诣	詣
诤	諍
该	該
详	詳
诧	詫
诨	諢
诩	詡
诪	譸
诫	誡
诬	誣
语	語
诮	誚
误	誤
诰	誥
诱	誘
诲	誨
